record_id,record_date,boat_id,boat_type,engine_model,engine_age_years,total_engine_hours,avg_daily_operating_hours,last_maintenance_date,last_maintenance_type,days_since_last_maintenance,hours_since_last_service,engine_temp_c,oil_pressure_bar,coolant_level_percent,engine_rpm,fuel_consumption_lph,vibration_level,unusual_sounds,oil_change_days_ago,filter_change_days_ago,sea_condition,hull_condition,last_inspection_days,condition_severity,maintenance_reason,maintenance_condition_notes,days_until_maintenance,maintenance_needed_soon,maintenance_due_date
R1261,2024-08-23,FB008,Seiner,Volvo D13,6.3,12151,8,2024-06-22,Cooling system service,62,497,77.9,3.63,97,1336,56.0,3,No,13,9,4,Good,21,Normal,Routine preventive maintenance,vibration=3; sea_state=4,24,No,2024-09-16
R1262,2024-08-23,FB028,Seiner,John Deere 6068,8.3,16011,9,2024-07-31,Fuel filter replacement,23,207,72.1,3.68,87,1454,72.8,1,No,44,44,2,Poor,68,Normal,Hull/inspection required,hull_poor; inspection_overdue=68days,22,No,2024-09-14
R1263,2024-08-24,FB014,Net Boat,MAN D2862,4.4,8956,10,2024-07-31,Fuel filter replacement,24,245,84.2,3.43,92,1582,73.6,3,No,47,45,2,Good,27,Normal,Oil change due soon,vibration=3; oil_change_overdue=47days,69,No,2024-11-01
R1264,2024-08-24,FB025,Trawler,Perkins M115T,5.3,10000,9,2024-05-23,Major service,93,845,74.3,3.25,85,1606,73.5,1,No,62,65,2,Fair,43,Normal,Service interval reached (hours),service_hours=845; oil_change_overdue=62days; filter_overdue=65days,56,No,2024-10-19
R1265,2024-08-25,FB008,Seiner,Volvo D13,4.9,8228,10,2024-08-13,Oil & filter change,12,123,82.6,3.77,93,1216,43.9,1,No,12,17,1,Fair,40,Normal,Routine preventive maintenance,All parameters normal,33,No,2024-09-27
R1266,2024-08-25,FB002,Gillnetter,Yanmar 4LHA,2.3,4078,11,2024-07-26,Oil & filter change,30,330,68.7,3.2,100,1502,53.0,1,No,52,50,2,Good,21,Normal,Oil change due soon,oil_change_overdue=52days,36,No,2024-09-30
R1267,2024-08-25,FB002,Gillnetter,Yanmar 4LHA,3.2,6164,10,2024-07-21,Oil & filter change,35,354,65.4,3.48,91,1447,53.4,2,Yes,20,11,2,Good,27,Normal,Routine preventive maintenance,unusual_sounds,20,No,2024-09-14
R1268,2024-08-26,FB012,Gillnetter,Caterpillar C9.3,5.2,10097,11,2024-08-16,Routine inspection,10,120,76.4,2.97,88,1333,51.6,3,No,30,35,2,Good,17,Normal,Routine preventive maintenance,vibration=3,83,No,2024-11-17
R1269,2024-08-26,FB029,Net Boat,MAN D2862,2.0,4759,11,2024-06-30,Cooling system overhaul,57,636,67.0,3.69,89,1202,29.0,3,Yes,31,31,1,Fair,47,Normal,Approaching service interval,vibration=3; unusual_sounds; service_hours=636; inspection_overdue=47days,62,No,2024-10-27
R1270,2024-08-27,FB002,Gillnetter,Yanmar 4LHA,8.0,15693,11,2024-08-17,Oil & filter change,10,120,88.6,4.07,82,1656,58.6,1,No,63,73,3,Fair,33,Normal,Oil change overdue,temp=88.6C; oil_change_overdue=63days; filter_overdue=73days,26,No,2024-09-22
R1271,2024-08-27,FB012,Gillnetter,Caterpillar C9.3,2.4,5240,11,2024-08-13,Fuel filter replacement,14,157,67.3,3.43,99,1339,35.1,1,No,38,45,1,Good,12,Normal,Routine preventive maintenance,All parameters normal,66,No,2024-11-01
R1272,2024-08-28,FB004,Net Boat,Cummins QSB6.7,2.9,5790,8,2024-07-06,Cooling system service,53,430,70.7,1.99,92,1537,61.1,3,No,20,19,1,Good,7,Normal,Low oil pressure,oil_pressure=1.99bar; vibration=3,73,No,2024-11-09
R1273,2024-08-28,FB028,Seiner,John Deere 6068,6.9,13778,7,2024-05-24,Valve adjustment,96,673,80.9,4.07,84,1616,64.1,1,No,8,1,2,Fair,34,Normal,Approaching service interval,service_hours=673,73,No,2024-11-09
R1274,2024-08-29,FB021,Longline,Volvo D6-310,2.2,3982,7,2024-08-17,Oil & filter change,12,87,73.9,3.7,84,1561,54.4,1,No,67,70,4,Good,19,Normal,Oil change overdue,oil_change_overdue=67days; filter_overdue=70days; sea_state=4,40,No,2024-10-08
R1275,2024-08-29,FB023,Seiner,Volvo D13,7.8,15570,8,2024-07-08,Oil & filter change,52,420,67.4,2.81,91,1666,73.5,2,No,21,30,1,Fair,33,Normal,Routine preventive maintenance,All parameters normal,17,No,2024-09-15
R1276,2024-08-30,FB022,Gillnetter,Volvo D4-180,6.6,12817,10,2024-08-11,Fuel filter replacement,19,197,92.3,4.22,96,1517,48.4,3,No,18,27,1,Fair,25,Normal,Cooling system check required,temp=92.3C; vibration=3,1,Yes,2024-08-31
R1277,2024-08-30,FB020,Trawler,Cummins 6BTA,2.0,4085,9,2024-06-29,Cooling system service,62,563,71.0,2.48,84,1341,41.8,1,No,24,22,4,Good,15,Normal,Low oil pressure,oil_pressure=2.48bar; sea_state=4,61,No,2024-10-30
R1278,2024-08-31,FB024,Net Boat,Perkins M92,6.3,12481,9,2024-07-19,Oil & filter change,43,389,76.6,4.44,97,1286,52.0,1,No,28,23,4,Good,18,Normal,Routine preventive maintenance,sea_state=4,43,No,2024-10-13
R1279,2024-08-31,FB001,Longline,Yanmar 4JH45,5.9,11327,7,2024-07-22,Oil & filter change,40,286,76.5,3.55,90,1295,53.9,4,No,29,20,1,Fair,25,Normal,Routine preventive maintenance,vibration=4,42,No,2024-10-12
R1280,2024-09-01,FB026,Longline,Caterpillar C7.1,6.8,14095,10,2024-06-12,Valve adjustment,81,815,83.0,1.78,85,1440,46.4,4,Yes,19,24,3,Fair,37,Normal,Emergency: engine protection,oil_pressure=1.78bar; vibration=4; unusual_sounds; service_hours=815,25,No,2024-09-26
R1281,2024-09-01,FB023,Seiner,Volvo D13,7.3,14813,8,2024-07-02,Fuel filter replacement,61,495,81.2,3.74,88,1707,70.5,2,No,29,25,4,Good,13,Normal,Routine preventive maintenance,sea_state=4,39,No,2024-10-10
R1282,2024-09-02,FB023,Seiner,Volvo D13,6.5,12775,10,2024-08-28,Routine inspection,5,53,72.2,3.28,100,1365,42.4,2,No,64,73,1,Fair,38,Normal,Oil change overdue,oil_change_overdue=64days; filter_overdue=73days,35,No,2024-10-07
R1283,2024-09-02,FB012,Gillnetter,Caterpillar C9.3,5.6,11272,7,2024-05-05,Cooling system overhaul,120,845,75.7,3.15,82,1492,54.7,4,Yes,31,35,3,Fair,22,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds; service_hours=845,3,Yes,2024-09-05
R1284,2024-09-03,FB025,Trawler,Perkins M115T,3.8,7558,8,2024-08-26,Routine inspection,8,67,76.4,3.01,86,1668,67.5,2,No,29,20,1,Fair,45,Normal,Hull/inspection required,inspection_overdue=45days,44,No,2024-10-17
R1285,2024-09-03,FB012,Gillnetter,Caterpillar C9.3,6.4,12366,7,2024-06-28,Oil & filter change,67,469,83.2,3.5,96,1368,54.6,3,No,16,23,3,Fair,33,Normal,Routine preventive maintenance,vibration=3,51,No,2024-10-24
R1286,2024-09-04,FB002,Gillnetter,Yanmar 4LHA,8.2,16435,8,2024-06-26,Cooling system service,70,566,69.8,3.21,92,1256,46.2,2,No,18,14,1,Poor,55,Normal,Hull/inspection required,hull_poor; inspection_overdue=55days,12,No,2024-09-16
R1287,2024-09-04,FB028,Seiner,John Deere 6068,5.6,10889,11,2024-06-24,Valve adjustment,72,794,92.1,2.11,86,1216,43.6,1,No,7,18,3,Fair,25,Normal,Low oil pressure,temp=92.1C; oil_pressure=2.11bar; service_hours=794,19,No,2024-09-23
R1288,2024-09-04,FB008,Seiner,Volvo D13,6.2,11927,9,2024-08-06,Oil & filter change,29,267,72.7,4.62,96,1527,48.7,3,No,25,15,3,Fair,34,Normal,Routine preventive maintenance,vibration=3,44,No,2024-10-18
R1289,2024-09-05,FB004,Net Boat,Cummins QSB6.7,4.6,8388,9,2024-06-26,Major service,71,645,77.9,3.4,97,1418,55.8,2,No,7,6,1,Good,14,Normal,Approaching service interval,service_hours=645,59,No,2024-11-03
R1290,2024-09-05,FB019,Net Boat,Cummins QSB6.7,6.8,13420,8,2024-06-23,Oil & filter change,74,595,69.9,3.01,92,1825,79.9,1,No,36,26,3,Fair,23,Normal,Routine preventive maintenance,All parameters normal,49,No,2024-10-24
R1291,2024-09-06,FB008,Seiner,Volvo D13,8.5,17283,8,2024-08-07,Fuel filter replacement,30,244,68.9,2.7,87,1836,81.8,2,No,43,48,1,Fair,38,Normal,Routine preventive maintenance,oil_pressure=2.7bar,61,No,2024-11-06
R1292,2024-09-06,FB026,Longline,Caterpillar C7.1,2.6,4852,10,2024-07-03,Major service,65,650,71.9,4.22,88,1032,24.4,3,Yes,37,38,1,Fair,30,Normal,Approaching service interval,vibration=3; unusual_sounds; service_hours=650,17,No,2024-09-23
R1293,2024-09-07,FB014,Net Boat,MAN D2862,2.9,7060,11,2024-09-01,Oil & filter change,6,69,71.2,2.56,92,1142,45.2,1,No,11,14,4,Fair,31,Normal,Routine preventive maintenance,oil_pressure=2.56bar; sea_state=4,74,No,2024-11-20
R1294,2024-09-07,FB001,Longline,Yanmar 4JH45,5.3,11042,10,2024-08-21,Fuel filter replacement,17,171,75.1,3.71,83,1243,30.8,3,No,30,37,4,Fair,24,Normal,Routine preventive maintenance,vibration=3; sea_state=4,57,No,2024-11-03
R1295,2024-09-08,FB029,Net Boat,MAN D2862,4.9,10452,10,2024-07-13,Cooling system service,57,574,71.1,3.13,98,1388,46.8,1,Yes,22,34,3,Good,19,Normal,Routine preventive maintenance,unusual_sounds,55,No,2024-11-02
R1296,2024-09-08,FB016,Longline,Yanmar 4JH45,5.5,11397,9,2024-08-17,Oil & filter change,22,200,82.9,3.18,100,1189,37.1,2,No,57,56,4,Fair,25,Normal,Oil change due soon,oil_change_overdue=57days; filter_overdue=56days; sea_state=4,47,No,2024-10-25
R1297,2024-09-09,FB008,Seiner,Volvo D13,1.8,4526,7,2024-05-28,Major service,104,728,72.5,2.72,89,1465,43.6,5,No,33,37,1,Fair,38,Normal,Approaching service interval,oil_pressure=2.72bar; vibration=5; service_hours=728,12,No,2024-09-21
R1298,2024-09-09,FB021,Longline,Volvo D6-310,4.3,8206,10,2024-08-18,Fuel filter replacement,22,228,71.7,3.1,93,1311,43.8,3,No,39,44,2,Good,14,Normal,Routine preventive maintenance,vibration=3,62,No,2024-11-10
R1299,2024-09-10,FB016,Longline,Yanmar 4JH45,5.6,9919,11,2024-08-03,Oil & filter change,38,419,75.2,3.61,98,1540,61.1,3,Yes,23,35,4,Good,22,Normal,Routine preventive maintenance,vibration=3; unusual_sounds; sea_state=4,8,No,2024-09-18
R1300,2024-09-10,FB001,Longline,Yanmar 4JH45,5.6,10976,9,2024-07-04,Major service,68,619,84.9,3.79,100,1294,29.0,2,No,41,35,4,Fair,33,Normal,Approaching service interval,service_hours=619; sea_state=4,21,No,2024-10-01
R1301,2024-09-11,FB023,Seiner,Volvo D13,6.1,12479,7,2024-05-26,Cooling system overhaul,108,757,79.5,2.97,100,1549,56.1,2,No,7,10,2,Good,20,Normal,Service interval reached (hours),service_hours=757,81,No,2024-12-01
R1302,2024-09-11,FB013,Seiner,John Deere 6068,6.5,13075,10,2024-07-10,Valve adjustment,63,631,77.3,3.53,80,1398,35.5,2,No,39,49,2,Good,26,Normal,Approaching service interval,coolant=80%; service_hours=631,87,No,2024-12-07
R1303,2024-09-12,FB021,Longline,Volvo D6-310,6.0,12137,11,2024-09-04,Routine inspection,8,97,68.0,4.31,89,1081,52.0,1,No,32,29,3,Poor,51,Normal,Hull/inspection required,hull_poor; inspection_overdue=51days,80,No,2024-12-01
R1304,2024-09-12,FB027,Gillnetter,Caterpillar C9.3,7.0,14660,8,2024-08-03,Oil & filter change,40,327,70.0,2.27,94,1355,50.7,2,No,31,30,1,Poor,47,Normal,Low oil pressure,oil_pressure=2.27bar; hull_poor; inspection_overdue=47days,25,No,2024-10-07
R1305,2024-09-13,FB019,Net Boat,Cummins QSB6.7,5.9,11991,7,2024-06-28,Fuel filter replacement,77,542,69.1,3.59,88,1169,39.6,2,No,25,26,3,Fair,39,Normal,Routine preventive maintenance,All parameters normal,82,No,2024-12-04
R1306,2024-09-13,FB021,Longline,Volvo D6-310,5.3,10999,10,2024-07-06,Major service,69,692,87.1,2.84,100,1022,32.4,2,No,6,13,1,Poor,48,Normal,Approaching service interval,temp=87.1C; service_hours=692; hull_poor; inspection_overdue=48days,12,No,2024-09-25
R1307,2024-09-14,FB008,Seiner,Volvo D13,5.7,10930,8,2024-06-25,Valve adjustment,81,649,81.7,2.76,100,1339,53.4,2,No,23,29,2,Fair,28,Normal,Approaching service interval,oil_pressure=2.76bar; service_hours=649,15,No,2024-09-29
R1308,2024-09-14,FB008,Seiner,Volvo D13,2.2,3852,10,2024-07-22,Oil & filter change,54,549,72.0,3.81,86,1594,70.9,1,No,43,36,1,Good,22,Normal,Routine preventive maintenance,All parameters normal,59,No,2024-11-12
R1309,2024-09-14,FB013,Seiner,John Deere 6068,3.4,7607,10,2024-08-05,Oil & filter change,40,403,74.0,3.16,90,1426,38.7,1,No,23,18,3,Fair,41,Normal,Routine preventive maintenance,All parameters normal,26,No,2024-10-10
R1310,2024-09-15,FB026,Longline,Caterpillar C7.1,5.2,10450,8,2024-08-11,Fuel filter replacement,35,282,72.2,2.63,86,1546,71.2,1,No,60,70,4,Poor,45,Normal,Oil change overdue,oil_pressure=2.63bar; oil_change_overdue=60days; filter_overdue=70days; sea_state=4; hull_poor; inspection_overdue=45days,41,No,2024-10-26
R1311,2024-09-15,FB016,Longline,Yanmar 4JH45,7.6,14888,7,2024-08-01,Fuel filter replacement,45,319,71.8,4.66,89,1342,59.3,2,No,61,67,2,Poor,59,Normal,Oil change overdue,oil_change_overdue=61days; filter_overdue=67days; hull_poor; inspection_overdue=59days,45,No,2024-10-30
R1312,2024-09-16,FB011,Longline,Caterpillar C7.1,6.3,12289,9,2024-08-24,Fuel filter replacement,23,208,81.2,4.34,89,1330,46.8,1,No,51,53,4,Good,19,Normal,Oil change due soon,oil_change_overdue=51days; sea_state=4,26,No,2024-10-12
R1313,2024-09-16,FB024,Net Boat,Perkins M92,2.1,3875,9,2024-09-08,Oil & filter change,8,80,76.0,2.05,96,1483,54.9,4,Yes,21,21,2,Good,12,Normal,Low oil pressure,oil_pressure=2.05bar; vibration=4; unusual_sounds,32,No,2024-10-18
R1314,2024-09-17,FB026,Longline,Caterpillar C7.1,5.6,10845,11,2024-07-30,Oil & filter change,49,545,92.6,2.42,85,1188,12.0,1,No,30,44,2,Fair,42,Normal,Low oil pressure,temp=92.6C; oil_pressure=2.42bar,10,No,2024-09-27
R1315,2024-09-17,FB028,Seiner,John Deere 6068,3.1,5558,8,2024-08-01,Oil & filter change,47,379,86.8,4.07,75,1538,47.8,3,Yes,7,19,3,Good,21,Normal,Cooling system check required,coolant=75%; vibration=3; unusual_sounds,16,No,2024-10-03
R1316,2024-09-18,FB009,Net Boat,Perkins M92,6.6,12449,8,2024-08-26,Oil & filter change,23,185,87.2,3.37,81,1680,71.6,1,No,23,23,1,Good,19,Normal,Cooling system check required,temp=87.2C; coolant=81%,71,No,2024-11-28
R1317,2024-09-18,FB022,Gillnetter,Volvo D4-180,7.3,14502,11,2024-07-11,Valve adjustment,69,762,82.7,4.8,84,1862,87.8,3,No,25,23,2,Fair,29,Normal,Service interval reached (hours),vibration=3; service_hours=762,17,No,2024-10-05
R1318,2024-09-19,FB018,Seiner,Cummins 6BT5.9,5.7,11103,10,2024-09-04,Fuel filter replacement,15,153,75.0,4.09,87,1561,66.8,3,Yes,35,46,3,Good,11,Normal,Routine preventive maintenance,vibration=3; unusual_sounds,23,No,2024-10-12
R1319,2024-09-19,FB014,Net Boat,MAN D2862,5.6,11753,10,2024-08-08,Fuel filter replacement,42,421,82.2,3.84,92,1487,55.5,4,Yes,7,5,1,Good,17,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,26,No,2024-10-15
R1320,2024-09-20,FB012,Gillnetter,Caterpillar C9.3,3.9,7946,11,2024-08-07,Cooling system service,44,486,75.6,2.78,84,1694,85.0,3,No,30,30,4,Fair,24,Normal,Routine preventive maintenance,oil_pressure=2.78bar; vibration=3; sea_state=4,85,No,2024-12-14
R1321,2024-09-20,FB004,Net Boat,Cummins QSB6.7,4.6,9332,10,2024-07-06,Major service,76,769,89.4,3.99,83,1424,61.7,3,No,29,41,2,Good,14,Normal,Service interval reached (hours),temp=89.4C; vibration=3; service_hours=769,86,No,2024-12-15
R1322,2024-09-21,FB009,Net Boat,Perkins M92,7.5,14628,11,2024-07-18,Cooling system overhaul,65,725,80.8,2.58,85,1742,66.8,1,No,50,42,1,Fair,49,Normal,Approaching service interval,oil_pressure=2.58bar; service_hours=725; oil_change_overdue=50days; inspection_overdue=49days,7,Yes,2024-09-28
R1323,2024-09-21,FB017,Gillnetter,Yanmar 4LHA,6.6,13139,10,2024-08-02,Oil & filter change,50,502,79.8,4.64,84,1674,86.2,2,No,59,66,2,Fair,39,Normal,Oil change due soon,oil_change_overdue=59days; filter_overdue=66days,14,No,2024-10-05
R1324,2024-09-22,FB027,Gillnetter,Caterpillar C9.3,5.1,10380,9,2024-08-10,Oil & filter change,43,395,78.9,3.94,87,1276,34.6,1,No,30,37,2,Poor,66,Normal,Hull/inspection required,hull_poor; inspection_overdue=66days,79,No,2024-12-10
R1325,2024-09-22,FB026,Longline,Caterpillar C7.1,4.1,8558,7,2024-07-13,Fuel filter replacement,71,498,90.2,2.94,87,1298,32.4,4,No,68,67,3,Good,12,Normal,Oil change overdue,temp=90.2C; vibration=4; oil_change_overdue=68days; filter_overdue=67days,7,Yes,2024-09-29
R1326,2024-09-23,FB006,Longline,Volvo D6-310,1.9,3753,10,2024-07-15,Major service,70,707,68.0,4.24,95,1072,29.3,3,Yes,39,33,1,Good,21,Normal,Approaching service interval,vibration=3; unusual_sounds; service_hours=707,9,No,2024-10-02
R1327,2024-09-23,FB021,Longline,Volvo D6-310,2.5,5539,10,2024-08-24,Oil & filter change,30,300,90.9,5.39,85,1319,40.0,1,No,35,46,4,Good,21,Normal,Cooling system check required,temp=90.9C; sea_state=4,48,No,2024-11-10
R1328,2024-09-24,FB003,Seiner,Cummins 6BT5.9,2.9,5803,11,2024-08-10,Oil & filter change,45,498,76.7,3.43,88,1526,55.0,2,No,39,48,1,Good,9,Normal,Routine preventive maintenance,All parameters normal,72,No,2024-12-05
R1329,2024-09-24,FB021,Longline,Volvo D6-310,4.1,8596,10,2024-09-11,Routine inspection,13,135,68.2,4.04,87,1038,38.4,1,No,29,40,2,Fair,28,Normal,Routine preventive maintenance,All parameters normal,59,No,2024-11-22
R1330,2024-09-24,FB011,Longline,Caterpillar C7.1,8.1,15955,9,2024-08-10,Fuel filter replacement,45,411,72.7,3.25,95,1185,39.1,2,No,11,9,3,Fair,34,Normal,Routine preventive maintenance,All parameters normal,87,No,2024-12-20
R1331,2024-09-25,FB014,Net Boat,MAN D2862,5.0,9093,9,2024-09-01,Fuel filter replacement,24,219,66.4,3.67,90,1522,58.0,2,No,26,40,2,Good,19,Normal,Routine preventive maintenance,All parameters normal,82,No,2024-12-16
R1332,2024-09-25,FB022,Gillnetter,Volvo D4-180,3.1,6334,7,2024-07-17,Oil & filter change,70,496,82.6,2.39,97,1133,37.0,2,No,18,26,2,Good,21,Normal,Low oil pressure,oil_pressure=2.39bar,39,No,2024-11-03
R1333,2024-09-26,FB013,Seiner,John Deere 6068,2.2,4762,7,2024-08-16,Oil & filter change,41,293,70.7,3.6,84,1572,40.1,3,No,56,51,2,Fair,49,Normal,Oil change due soon,vibration=3; oil_change_overdue=56days; inspection_overdue=49days,18,No,2024-10-14
R1334,2024-09-26,FB025,Trawler,Perkins M115T,3.9,8087,7,2024-08-29,Fuel filter replacement,28,196,79.2,3.63,90,1350,34.9,1,No,9,11,1,Good,7,Normal,Routine preventive maintenance,All parameters normal,59,No,2024-11-24
R1335,2024-09-27,FB017,Gillnetter,Yanmar 4LHA,7.2,14611,11,2024-08-28,Oil & filter change,30,335,85.9,5.04,87,1691,64.0,3,Yes,5,2,2,Fair,39,Normal,Routine preventive maintenance,vibration=3; unusual_sounds,17,No,2024-10-14
R1336,2024-09-27,FB030,Trawler,Yanmar 6LY3,4.2,8225,10,2024-08-12,Oil & filter change,46,461,73.3,2.16,83,940,18.2,2,No,35,38,4,Good,27,Normal,Low oil pressure,oil_pressure=2.16bar; sea_state=4,14,No,2024-10-11
R1337,2024-09-28,FB020,Trawler,Cummins 6BTA,6.9,13396,8,2024-06-29,Major service,91,732,76.1,3.38,90,1519,55.9,1,No,11,5,1,Good,8,Normal,Approaching service interval,service_hours=732,31,No,2024-10-29
R1338,2024-09-28,FB009,Net Boat,Perkins M92,7.1,14475,9,2024-09-08,Oil & filter change,20,184,68.9,4.63,100,1630,76.7,2,No,30,38,2,Good,26,Normal,Routine preventive maintenance,All parameters normal,24,No,2024-10-22
R1339,2024-09-29,FB024,Net Boat,Perkins M92,2.3,4813,9,2024-09-16,Routine inspection,13,118,75.3,3.41,85,1607,62.2,1,No,17,18,2,Good,24,Normal,Routine preventive maintenance,All parameters normal,60,No,2024-11-28
R1340,2024-09-29,FB013,Seiner,John Deere 6068,5.8,11319,8,2024-07-21,Cooling system service,70,561,96.0,3.46,90,1262,31.8,2,No,58,64,4,Fair,26,Normal,Overheating risk,temp=96.0C; oil_change_overdue=58days; filter_overdue=64days; sea_state=4,45,No,2024-11-13
R1341,2024-09-30,FB017,Gillnetter,Yanmar 4LHA,8.2,16954,9,2024-08-20,Fuel filter replacement,41,374,83.4,2.93,83,1649,58.0,4,Yes,20,26,1,Fair,27,Normal,Abnormal vibration/noise,vibration=4; unusual_sounds,34,No,2024-11-03
R1342,2024-09-30,FB005,Trawler,Cummins 6BTA,4.3,8158,8,2024-08-31,Oil & filter change,30,244,76.1,2.85,82,1261,59.0,1,No,67,73,1,Good,9,Normal,Oil change overdue,oil_change_overdue=67days; filter_overdue=73days,3,Yes,2024-10-03
R1343,2024-10-01,FB004,Net Boat,Cummins QSB6.7,1.9,3508,6,2024-06-16,Major service,107,644,73.7,2.14,86,817,32.7,1,No,24,32,2,Good,7,Normal,Low oil pressure,oil_pressure=2.14bar; service_hours=644,37,No,2024-11-07
R1344,2024-10-01,FB018,Seiner,Cummins 6BT5.9,8.0,16818,6,2024-06-14,Major service,109,659,77.7,3.1,88,1248,48.3,2,No,36,42,3,Poor,54,Normal,Approaching service interval,service_hours=659; hull_poor; inspection_overdue=54days,43,No,2024-11-13
R1345,2024-10-02,FB006,Longline,Volvo D6-310,7.7,15834,6,2024-09-21,Routine inspection,11,69,78.9,2.81,88,1134,22.5,1,No,25,27,1,Good,15,Normal,Routine preventive maintenance,All parameters normal,40,No,2024-11-11
R1346,2024-10-02,FB030,Trawler,Yanmar 6LY3,5.2,10220,7,2024-08-24,Fuel filter replacement,39,279,75.1,3.69,89,1274,47.1,1,No,36,40,3,Good,15,Normal,Routine preventive maintenance,All parameters normal,90,No,2024-12-31
R1347,2024-10-03,FB026,Longline,Caterpillar C7.1,5.4,10943,8,2024-09-27,Oil & filter change,6,53,81.7,2.97,81,800,21.5,2,No,41,46,2,Fair,45,Normal,Hull/inspection required,coolant=81%; inspection_overdue=45days,55,No,2024-11-27
R1348,2024-10-03,FB022,Gillnetter,Volvo D4-180,3.0,6077,8,2024-06-13,Major service,112,898,71.3,3.22,87,1480,56.0,2,No,58,68,4,Good,15,Normal,Service interval reached (hours),service_hours=898; oil_change_overdue=58days; filter_overdue=68days; sea_state=4,39,No,2024-11-11
R1349,2024-10-04,FB023,Seiner,Volvo D13,7.2,13027,7,2024-06-22,Cooling system overhaul,104,728,71.3,3.24,94,1440,48.4,3,No,37,38,4,Poor,49,Normal,Approaching service interval,vibration=3; service_hours=728; sea_state=4; hull_poor; inspection_overdue=49days,15,No,2024-10-19
R1350,2024-10-04,FB018,Seiner,Cummins 6BT5.9,5.0,9546,6,2024-08-17,Fuel filter replacement,48,292,80.6,3.56,82,1445,50.6,2,No,9,6,3,Good,20,Normal,Routine preventive maintenance,All parameters normal,4,Yes,2024-10-08
R1351,2024-10-04,FB002,Gillnetter,Yanmar 4LHA,1.7,3374,5,2024-04-07,Major service,180,948,69.8,3.18,88,1368,43.8,2,No,27,23,3,Fair,39,Normal,Service interval reached (hours),service_hours=948,25,No,2024-10-29
R1352,2024-10-05,FB012,Gillnetter,Caterpillar C9.3,6.3,12421,4,2024-09-11,Oil & filter change,24,96,83.1,2.75,92,1127,25.9,1,No,23,17,3,Fair,35,Normal,Routine preventive maintenance,oil_pressure=2.75bar,13,No,2024-10-18
R1353,2024-10-05,FB015,Trawler,Yanmar 6LY3,8.2,16523,7,2024-07-09,Valve adjustment,88,622,77.9,3.67,86,1059,44.7,1,No,5,10,3,Good,19,Normal,Approaching service interval,service_hours=622,82,No,2024-12-26
R1354,2024-10-06,FB028,Seiner,John Deere 6068,7.3,15164,4,2024-05-21,Cooling system service,138,553,65.2,4.45,93,1335,55.7,2,No,40,48,1,Poor,49,Normal,Hull/inspection required,hull_poor; inspection_overdue=49days,33,No,2024-11-08
